Id,Code,ContactId,PurchaseDate,NomorSurat,CurrencyId,Description,AllowEditDetail,IsConfirmed,ConfirmationDate,IsReceivalCompleted,IsDeleted,DeletedAt,CreatedAt,UpdatedAt
151,2015.4.5,439,2015-03-20,OP-ZGA 1503052,1,,True,True,2015-03-20,True,False,,2015-04-06 20:30:25,2015-05-12 20:11:48
152,2015.4.6,457,2015-04-07,OP-ZGA 1503053,1,,True,True,2015-03-24,False,False,,2015-04-06 21:11:07,
153,2015.4.7,375,2015-03-24,OP-ZGA 1503054,1,,True,True,2015-03-24,False,False,,2015-04-06 21:12:28,
154,2015.4.8,1216,2015-04-07,OP-ZGA 1503055,2,,True,True,2015-03-24,False,False,,2015-04-06 21:13:50,
155,2015.4.9,931,2015-04-07,OP-ZGA 1503056,2,,True,True,2015-03-24,False,False,,2015-04-06 21:15:09,
156,2015.4.10,1217,2015-03-24,OP-ZGA 1503057,2,,True,True,2015-03-24,False,False,,2015-04-06 21:23:39,
157,2015.4.11,417,2015-03-27,OP-ZGA 1503058,1,,True,True,2015-03-27,False,False,,2015-04-06 21:25:03,
158,2015.4.12,472,2015-03-27,OP-ZGA 1503059,1,,True,True,2015-03-27,False,False,,2015-04-06 21:28:24,
159,2015.4.13,487,2015-03-27,OP-ZGA 1503060,1,,True,True,2015-03-27,False,False,,2015-04-06 21:55:06,
160,2015.4.14,390,2015-03-27,OP-ZGA 1503061,1,,True,True,2015-03-27,False,False,,2015-04-06 22:06:34,
161,2015.4.15,487,2015-03-31,OP-ZGA 1503062,1,,True,True,2015-04-15,False,False,,2015-04-06 22:08:07,2015-05-10 19:28:21
162,2015.4.16,1216,2015-03-31,OP-ZGA 1503063,2,,True,True,2015-03-31,False,False,,2015-04-06 22:09:21,2015-04-06 22:09:29
163,2015.4.17,472,2015-04-01,OP-ZGA 1504064,1,,True,True,2015-04-01,False,False,,2015-04-06 22:12:07,
164,2015.4.18,390,2015-04-02,OP-ZGA 1504065,1,,True,False,,False,False,,2015-04-06 22:14:07,
165,2015.4.19,1179,2015-01-15,004/ZGA/I/2015,2,,True,True,2015-01-15,True,False,,2015-04-07 16:43:48,2015-04-07 17:10:41
166,2015.4.20,1179,2015-01-29,008/ZGA/I/2015,2,,True,True,2015-01-29,True,False,,2015-04-07 16:45:49,2015-04-07 17:10:29
167,2015.4.21,1179,2014-07-14,052-REV/ZGA/VII/2014,2,,True,True,2014-07-14,False,False,,2015-04-07 17:13:39,
168,2015.4.22,1179,2014-09-23,066-REV/ZGA/IX/2014,2,,True,True,2014-09-23,False,False,,2015-04-07 19:58:00,
169,2015.4.23,386,2015-04-08,test2,1,,False,False,,False,True,2015-04-07 21:53:16,2015-04-07 21:52:11,
170,2015.5.1,377,2015-04-02,OP-ZGA 1504066,1,,True,True,2015-04-02,False,False,,2015-05-10 19:30:11,
171,2015.5.2,390,2015-04-06,OP-ZGA 1504067,1,,True,False,,False,False,,2015-05-10 19:36:56,
